
governed	VBN	I-VP
by	IN	B-PP
a	DT	B-NP
single	JJ	I-NP
chip	NN	I-NP
.	.	O

Storage	NNP	B-NP
,	,	O
which	WDT	B-NP
includes	VBZ	B-VP
computer	NN	B-NP
controllers	NNS	I-NP
and	CC	O
3.5-inch	CD	B-NP
disk	NN	I-NP
drives	NNS	I-NP
,	,	O
represents	VBZ	B-VP
nearly	RB	B-NP
two-thirds	NNS	I-NP
of	IN	B-PP
the	DT	B-NP
company	NN	I-NP
's	POS	B-NP
business	NN	I-NP
.	.	O

Disk	NN	B-NP
drives	NNS	I-NP
,	,	O
which	WDT	B-NP
allow	VBP	B-VP
a	DT	B-NP
computer	NN	I-NP
to	TO	B-VP
access	VB	I-VP
its	PRP$	B-NP
memory	NN	I-NP
,	,	O
generated	VBN	B-VP
38	CD	B-NP
%	NN	I-NP
more	JJR	B-NP
revenue	NN	I-NP
in	IN	B-PP
the	DT	B-NP
most	RBS	I-NP
recent	JJ	I-NP
period	NN	I-NP
compared	VBN	B-PP
with	IN	B-PP
the	DT	B-NP
fiscal	JJ	I-NP
first	JJ	I-NP
quarter	NN	I-NP
a	DT	B-NP
year	NN	I-NP
earlier	RBR	B-ADVP
.	.	O

Computer	NN	B-NP
parts	NNS	I-NP
are	VBP	B-VP
getting	VBG	I-VP
ever	RB	B-ADJP
smaller	JJR	I-ADJP
,	,	O
Mr.	NNP	B-NP
Johnson	NNP	I-NP
said	VBD	B-VP
,	,	O
a	DT	B-NP
shrinking	VBG	I-NP
that	WDT	B-NP
has	VBZ	B-VP
propelled	VBN	I-VP
laptops	NNS	B-NP
into	IN	B-PP
position	NN	B-NP
as	IN	B-PP
the	DT	B-NP
fastest-growing	JJ	I-NP
segment	NN	I-NP
of	IN	B-PP
the	DT	B-NP
computer	NN	I-NP
business	NN	I-NP
.	.	O

As	IN	B-SBAR
smaller	JJR	B-NP
and	CC	I-NP
more	RBR	I-NP
powerful	JJ	I-NP
computers	NNS	I-NP
continue	VBP	B-VP
to	TO	I-VP
be	VB	I-VP
the	DT	B-NP
focus	NN	I-NP
of	IN	B-PP
the	DT	B-NP
industry	NN	I-NP
,	,	O
he	PRP	B-NP
said	VBD	B-VP
,	,	O
Western	NNP	B-NP
Digital	NNP	I-NP
is	VBZ	B-VP
strengthening	VBG	I-VP
development	NN	B-NP
of	IN	B-PP
laptop	NN	B-NP
parts	NNS	I-NP
.	.	O

Next	JJ	B-NP
year	NN	I-NP
Western	NNP	B-NP
Digital	NNP	I-NP
plans	VBZ	B-VP
to	TO	I-VP
consolidate	VB	I-VP
its	PRP$	B-NP
operations	NNS	I-NP
from	IN	B-PP
11	CD	B-NP
buildings	NNS	I-NP
in	IN	B-PP
Irvine	NNP	B-NP
into	IN	B-PP
two	CD	B-NP
buildings	NNS	I-NP
in	IN	B-PP
the	DT	B-NP
same	JJ	I-NP
city	NN	I-NP
a	DT	B-NP
new	JJ	I-NP
headquarters	NN	I-NP
and	CC	O
,	,	O
a	DT	B-NP
block	NN	I-NP
away	RB	B-ADVP
,	,	O
a	DT	B-NP
modern	JJ	I-NP
$	$	I-NP
100	CD	I-NP
million	CD	I-NP
silicon	NN	I-NP
wafer	NN	I-NP
fabrication	NN	I-NP
plant	NN	I-NP
.	.	O

The	DT	B-NP
plan	NN	I-NP
will	MD	B-VP
help	VB	I-VP
the	DT	B-NP
company	NN	I-NP
in	IN	B-PP
its	PRP$	B-NP
existing	VBG	I-NP
joint	JJ	I-NP
manufacturing	NN	I-NP
agreement	NN	I-NP
with	IN	B-PP
AT&T	NNP	B-NP
.	.	O

About	IN	B-NP
half	NN	I-NP
of	IN	B-PP
Western	NNP	B-NP
Digital	NNP	I-NP
's	POS	B-NP
business	NN	I-NP
is	VBZ	B-VP
overseas	JJ	B-ADVP
,	,	O
and	CC	O
Mr.	NNP	B-NP
Johnson	NNP	I-NP
expects	VBZ	B-VP
that	DT	B-NP
proportion	NN	I-NP
to	TO	B-VP
continue	VB	I-VP
.	.	O

Plans	NNS	B-NP
to	TO	B-VP
dissolve	VB	I-VP
many	NN	B-NP
of	IN	B-PP
the	DT	B-NP
trade	NN	I-NP
barriers	NNS	I-NP
within	IN	B-PP
Europe	NNP	B-NP
in	IN	B-PP
1992	CD	B-NP
creates	VBZ	B-VP
significant	JJ	B-NP
opportunities	NNS	I-NP
for	IN	B-PP
the	DT	B-NP
company	NN	I-NP
,	,	O
he	PRP	B-NP
said	VBD	B-VP
,	,	O
particularly	RB	B-ADVP
since	IN	B-SBAR
Western	NNP	B-NP
Digital	NNP	I-NP
already	RB	B-ADVP
manufactures	VBZ	B-VP
there	RB	B-ADVP
.	.	O

Capitalizing	VBG	B-VP
on	IN	B-PP
that	DT	B-NP
presence	NN	I-NP
,	,	O
Western	NNP	B-NP
Digital	NNP	I-NP
is	VBZ	B-VP
launching	VBG	I-VP
a	DT	B-NP
major	JJ	I-NP
effort	NN	I-NP
to	TO	B-VP
develop	VB	I-VP
the	DT	B-NP
embryonic	JJ	I-NP
reseller	JJR	I-NP
market	NN	I-NP
in	IN	B-PP
Europe	NNP	B-NP
.	.	O

Directors	NNS	B-NP
of	IN	B-PP
state-owned	JJ	B-NP
Banca	NNP	I-NP
Nazionale	NNP	I-NP
del	NNP	I-NP
Lavoro	NNP	I-NP
approved	VBD	B-VP
a	DT	B-NP
two-step	JJ	I-NP
capital-boosting	JJ	I-NP
transaction	NN	I-NP
and	CC	O
a	DT	B-NP
change	NN	I-NP
in	IN	B-PP
the	DT	B-NP
bank	NN	I-NP
's	POS	B-NP
rules	NNS	I-NP
that	WDT	B-NP
will	MD	B-VP
help	VB	I-VP
it	PRP	B-NP
operate	VB	B-VP
more	JJR	B-ADVP
like	IN	B-PP
a	DT	B-NP
private-sector	JJ	I-NP
institution	NN	I-NP
.	.	O

Until	IN	B-PP
now	RB	B-ADVP
,	,	O
BNL	NNP	B-NP
's	POS	B-NP
top	JJ	I-NP
managers	NNS	I-NP
and	CC	O
its	PRP$	B-NP
directors	NNS	I-NP
have	VBP	B-VP
been	VBN	I-VP
appointed	VBN	I-VP
by	IN	B-PP
a	DT	B-NP
Treasury	NNP	I-NP
decree	NN	I-NP
.	.	O

But	CC	O
under	IN	B-PP
the	DT	B-NP
bank	NN	I-NP
's	POS	B-NP
proposed	VBN	I-NP
statutes	NNS	I-NP
,	,	O
an	DT	B-NP
assembly	NN	I-NP
of	IN	B-PP
shareholders	NNS	B-NP
must	MD	B-VP
approve	VB	I-VP
board	NN	B-NP
members	NNS	I-NP
.	.	O

The	DT	B-NP
bank	NN	I-NP
's	POS	B-NP
chairman	NN	I-NP
and	CC	I-NP
director	NN	I-NP
general	JJ	I-NP
,	,	O
who	WP	B-NP
also	RB	B-ADVP
sit	VB	B-VP
on	IN	B-PP
the	DT	B-NP
board	NN	I-NP
,	,	O
still	RB	B-ADVP
would	MD	B-VP
be	VB	I-VP
appointed	VBN	I-VP
by	IN	B-PP
the	DT	B-NP
Treasury	NNP	I-NP
.	.	O

BNL	NNP	B-NP
,	,	O
which	WDT	B-NP
is	VBZ	B-VP
controlled	VBN	I-VP
by	IN	B-PP
the	DT	B-NP
Italian	NNP	I-NP
Treasury	NNP	I-NP
,	,	O
was	VBD	B-VP
rocked	VBN	I-VP
by	IN	B-PP
the	DT	B-NP
disclosure	NN	I-NP
last	JJ	B-NP
month	NN	I-NP
that	IN	B-SBAR
its	PRP$	B-NP
Atlanta	NNP	I-NP
branch	NN	I-NP
extended	VBN	B-VP
more	JJR	B-NP
than	IN	I-NP
$	$	I-NP
3	CD	I-NP
billion	CD	I-NP
in	IN	B-PP
unauthorized	JJ	B-NP
credits	NNS	I-NP
to	TO	B-PP
Iraq	NNP	B-NP
.	.	O

The	DT	B-NP
ensuing	VBG	I-NP
scandal	NN	I-NP
,	,	O
in	IN	B-PP
which	WDT	B-NP
the	DT	B-NP
bank	NN	I-NP
's	POS	B-NP
management	NN	I-NP
resigned	VBD	B-VP
,	,	O
has	VBZ	B-VP
helped	VBN	I-VP
renew	VB	I-VP
calls	VBZ	B-NP
for	IN	B-PP
privatization	NN	B-NP
,	,	O
or	CC	O
at	IN	B-ADVP
least	JJS	I-ADVP
an	DT	B-NP
overhaul	NN	I-NP
,	,	O
of	IN	B-PP
Italy	NNP	B-NP
's	POS	B-NP
banking	NN	I-NP
system	NN	I-NP
,	,	O
which	WDT	B-NP
is	VBZ	B-VP
about	IN	B-NP
80	CD	I-NP
%	NN	I-NP
state-controlled	JJ	B-ADJP
.	.	O

In	IN	B-PP
a	DT	B-NP
related	VBN	I-NP
move	NN	I-NP
,	,	O
the	DT	B-NP
bank	NN	I-NP
also	RB	B-ADVP
proposed	VBD	B-VP
that	DT	B-SBAR
board	NN	B-NP
representation	NN	I-NP
be	VB	B-VP
linked	VBN	I-VP
more	RBR	B-ADVP
closely	RB	I-ADVP
to	TO	B-PP
the	DT	B-NP
bank	NN	I-NP
's	POS	B-NP
new	JJ	I-NP
shareholding	NN	I-NP
structure	NN	I-NP
.	.	O

BNL	NNP	B-NP
called	VBD	B-VP
a	DT	B-NP
shareholders	NNS	I-NP
'	POS	B-NP
assembly	NN	I-NP
meeting	NN	I-NP
in	IN	B-PP
December	NNP	B-NP
to	TO	B-VP
vote	VB	I-VP
on	IN	B-PP
the	DT	B-NP
proposals	NNS	I-NP
.	.	O

BNL	NNP	B-NP
has	VBZ	B-VP
about	IN	B-NP
75,000	CD	I-NP
nonvoting	JJ	I-NP
shares	NNS	I-NP
that	WDT	B-NP
are	VBP	B-VP
listed	VBN	I-VP
on	IN	B-PP
the	DT	B-NP
Milan	NNP	I-NP
Stock	NNP	I-NP
Exchange	NNP	I-NP
.	.	O

The	DT	B-NP
shares	NNS	I-NP
were	VBD	B-VP
suspended	VBN	I-VP
from	IN	B-PP
trading	NN	B-NP
following	VBG	B-PP
disclosure	NN	B-NP
of	IN	B-PP
the	DT	B-NP
Atlanta	NNP	I-NP
scandal	NN	I-NP
;	:	O
Consob	NNP	B-NP
,	,	O
the	DT	B-NP
stock	NN	I-NP
exchange	NN	I-NP
regulatory	JJ	I-NP
body	NN	I-NP
,	,	O
reportedly	RB	B-ADVP
will	MD	B-VP
decide	VB	I-VP
soon	RB	B-ADVP
whether	IN	B-SBAR
to	TO	B-VP
end	VB	I-VP
the	DT	B-NP
trading	NN	I-NP
suspension	NN	I-NP
.	.	O

Switzerland	NNP	B-NP
's	POS	B-NP
wholesale	JJ	I-NP
price	NN	I-NP
index	NN	I-NP
increased	VBN	B-VP
0.3	CD	B-NP
%	NN	I-NP
in	IN	B-PP
September	NNP	B-NP
from	IN	B-PP
August	NNP	B-NP
,	,	O
and	CC	O
was	VBD	B-VP
up	IN	B-PP
3.9	CD	B-NP
%	NN	I-NP
from	IN	B-PP
a	DT	B-NP
year	NN	I-NP
ago	RB	B-ADVP
,	,	O
marking	VBG	B-VP
the	DT	B-NP
first	JJ	I-NP
time	NN	I-NP
this	DT	B-NP
year	NN	I-NP
that	IN	B-ADVP
the	DT	B-NP
index	NN	I-NP
has	VBZ	B-VP
fallen	VBN	I-VP
below	IN	B-PP
4	CD	B-NP
%	NN	I-NP
on	IN	B-PP
a	DT	B-NP
year-to-year	JJ	I-NP
basis	NN	I-NP
,	,	O
the	DT	B-NP
government	NN	I-NP
reported	VBD	B-VP
.	.	O

The	DT	B-NP
government	NN	I-NP
attributed	VBD	B-VP
the	DT	B-NP
0.3	CD	I-NP
%	NN	I-NP
month-to-month	JJ	I-NP
rise	NN	I-NP
in	IN	B-PP
the	DT	B-NP
index	NN	I-NP
largely	RB	B-ADVP
to	TO	B-PP
higher	JJR	B-NP
energy	NN	I-NP
prices	NNS	I-NP
.	.	O

In	IN	B-PP
August	NNP	B-NP
,	,	O
the	DT	B-NP
index	NN	I-NP
was	VBD	B-VP
up	IN	B-ADVP
0.2	CD	B-NP
%	NN	I-NP
from	IN	B-PP
the	DT	B-NP
previous	JJ	I-NP
month	NN	I-NP
,	,	O
and	CC	O
was	VBD	B-VP
up	IN	B-ADVP
4.5	CD	B-NP
%	NN	I-NP
on	IN	B-PP
a	DT	B-NP
year-to-year	JJ	I-NP
basis	NN	I-NP
.	.	O

The	DT	B-NP
wholesale	JJ	I-NP
price	NN	I-NP
index	NN	I-NP
,	,	O
based	VBN	B-VP
on	IN	B-PP
1963	CD	B-NP
as	IN	B-PP
100	CD	B-NP
,	,	O
was	VBD	B-VP
180.9	CD	B-NP
in	IN	B-PP
September	NNP	B-NP
.	.	O

American	NNP	B-NP
Express	NNP	I-NP
Co.	NNP	I-NP
posted	VBD	B-VP
a	DT	B-NP
21	CD	I-NP
%	NN	I-NP
increase	NN	I-NP
in	IN	B-PP
third	JJ	B-NP
quarter	NN	I-NP
net	JJ	I-NP
income	NN	I-NP
despite	IN	B-PP
a	DT	B-NP
sharp	JJ	I-NP
rise	NN	I-NP
in	IN	B-PP
reserves	NNS	B-NP
for	IN	B-PP
Third	NNP	B-NP
World	NNP	I-NP
loans	NNS	I-NP
at	IN	B-PP
its	PRP$	B-NP
banking	NN	I-NP
unit	NN	I-NP
.	.	O

Aided	VBN	B-VP
by	IN	B-PP
a	DT	B-NP
sharp	JJ	I-NP
gain	NN	I-NP
in	IN	B-PP
its	PRP$	B-NP
travel	NN	I-NP
business	NN	I-NP
,	,	O
American	NNP	B-NP
Express	NNP	I-NP
said	VBD	B-VP
net	NN	B-NP
rose	VBD	B-VP
to	TO	B-PP
$	$	B-NP
331.8	CD	I-NP
million	CD	I-NP
,	,	O
or	CC	O
77	CD	B-NP
cents	NNS	I-NP
a	DT	B-NP
share	NN	I-NP
,	,	O
from	IN	B-PP
$	$	B-NP
273.9	CD	I-NP
million	CD	I-NP
,	,	O
or	CC	O
64	CD	B-NP
cents	NNS	I-NP
a	DT	B-NP
share	NN	I-NP
.	.	O

The	DT	B-NP
year-earlier	JJ	I-NP
figures	NNS	I-NP
included	VBD	B-VP
$	$	B-NP
9.9	CD	I-NP
million	CD	I-NP
,	,	O
or	CC	O
three	CD	B-NP
cents	NNS	I-NP
a	DT	B-NP
share	NN	I-NP
,	,	O
in	IN	B-PP
income	NN	B-NP
from	IN	B-PP
discontinued	VBN	B-NP
operations	NNS	I-NP
.	.	O

Income	NNP	B-NP
from	IN	B-PP
continuing	VBG	B-NP
operations	NNS	I-NP
was	VBD	B-VP
up	IN	B-ADVP
26	CD	B-NP
%	NN	I-NP
.	.	O

Revenue	NN	B-NP
rose	VBD	B-VP
24	CD	B-NP
%	NN	I-NP
to	TO	B-PP
$	$	B-NP
6.5	CD	I-NP
billion	CD	I-NP
from	IN	B-PP
$	$	B-NP
5.23	CD	I-NP
billion	CD	I-NP
.	.	O

The	DT	B-NP
travel	NN	I-NP
,	,	I-NP
investment	NN	I-NP
services	NNS	I-NP
,	,	I-NP
insurance	NN	I-NP
and	CC	I-NP
banking	NN	I-NP
concern	NN	I-NP
added	VBD	B-VP
$	$	B-NP
110	CD	I-NP
million	CD	I-NP
to	TO	B-PP
reserves	NNS	B-NP
for	IN	B-PP
credit	NN	B-NP
losses	NNS	I-NP
at	IN	B-PP
its	PRP$	B-NP
American	NNP	I-NP
Express	NNP	I-NP
Bank	NNP	I-NP
unit	NN	I-NP
,	,	O
boosting	VBG	B-VP
the	DT	B-NP
reserve	NN	I-NP
to	TO	B-PP
$	$	B-NP
507	CD	I-NP
million	CD	I-NP
as	IN	B-PP
of	IN	B-PP
Sept.	NNP	B-NP
30	CD	I-NP
.	.	O

The	DT	B-NP
bank	NN	I-NP
's	POS	B-NP
Third	NNP	I-NP
World	NNP	I-NP
debt	NN	I-NP
portfolio	NN	I-NP
totals	VBZ	B-VP
$	$	B-NP
560	CD	I-NP
million	CD	I-NP
,	,	O
down	RB	B-ADVP
from	IN	B-PP
$	$	B-NP
2.2	CD	I-NP
billion	CD	I-NP
at	IN	B-PP
the	DT	B-NP
end	NN	I-NP
of	IN	B-PP
1986	CD	B-NP
.	.	O

The	DT	B-NP
bank	NN	I-NP
charged	VBN	B-VP
off	IN	B-PRT
$	$	B-NP
53	CD	I-NP
million	CD	I-NP
in	IN	B-PP
loans	NNS	B-NP
during	IN	B-PP
the	DT	B-NP
quarter	NN	I-NP
.	.	O

At	IN	B-PP
the	DT	B-NP
American	NNP	I-NP
Express	NNP	I-NP
Travel	NNP	I-NP
Related	NNP	I-NP
Services	NNP	I-NP
Co.	NNP	I-NP
unit	NN	I-NP
,	,	O
net	NN	B-NP
rose	VBD	B-VP
17	CD	B-NP
%	NN	I-NP
to	TO	B-PP
a	DT	B-NP
record	NN	I-NP
$	$	I-NP
240.8	CD	I-NP
million	CD	I-NP
on	IN	B-PP
a	DT	B-NP
19	CD	I-NP
%	NN	I-NP
revenue	NN	I-NP
increase	NN	I-NP
.	.	O

The	DT	B-NP
figures	NNS	I-NP
exclude	VBP	B-VP
businesses	NNS	B-NP
now	RB	B-VP
organized	VBN	I-VP
as	IN	B-PP
American	NNP	B-NP
Express	NNP	I-NP
Information	NNP	I-NP
Services	NNP	I-NP
Co	NNP	I-NP
.	.	O

American	NNP	B-NP
Express	NNP	I-NP
card	NN	I-NP
charge	NN	I-NP
volume	NN	I-NP
rose	VBD	B-VP
12	CD	B-NP
%	NN	I-NP
.	.	O

Travel	NN	B-NP
sales	NNS	I-NP
rose	VBD	B-VP
11	CD	B-NP
%	NN	I-NP
,	,	O
led	VBN	B-VP
by	IN	B-PP
gains	NNS	B-NP
in	IN	B-PP
the	DT	B-NP
U.S.	NNP	I-NP
.	.	O

At	IN	B-PP
IDS	NNP	B-NP
Financial	NNP	I-NP
Services	NNPS	I-NP
,	,	O
the	DT	B-NP
financial	JJ	I-NP
planning	NN	I-NP
and	CC	I-NP
mutual	JJ	I-NP
fund	NN	I-NP
unit	NN	I-NP
,	,	O
net	NN	B-NP
rose	VBD	B-VP
19	CD	B-NP
%	NN	I-NP
to	TO	B-PP
a	DT	B-NP
record	NN	I-NP
$	$	I-NP
47.6	CD	I-NP
million	CD	I-NP
on	IN	B-PP
a	DT	B-NP
33	CD	I-NP
%	NN	I-NP
revenue	NN	I-NP
gain	NN	I-NP
.	.	O

Assets	NNS	B-NP
owned	VBN	B-VP
or	CC	I-VP
managed	VBD	I-VP
rose	VBD	B-VP
20	CD	B-NP
%	NN	I-NP
to	TO	B-PP
$	$	B-NP
45	CD	I-NP
billion	CD	I-NP
,	,	O
and	CC	O
mutual	JJ	B-NP
fund	NN	I-NP
sales	NNS	I-NP
rose	VBD	B-VP
45	CD	B-NP
%	NN	I-NP
in	IN	B-PP
the	DT	B-NP
quarter	NN	I-NP
to	TO	B-PP
$	$	B-NP
923	CD	I-NP
million	CD	I-NP
.	.	O

American	NNP	B-NP
Express	NNP	I-NP
Bank	NNP	I-NP
earnings	NNS	I-NP
fell	VBD	B-VP
50	CD	B-NP
%	NN	I-NP
to	TO	B-PP
$	$	B-NP
21.3	CD	I-NP
million	CD	I-NP
from	IN	B-PP
$	$	B-NP
42.5	CD	I-NP
million	CD	I-NP
despite	IN	B-PP
a	DT	B-NP
29	CD	I-NP
%	NN	I-NP
revenue	NN	I-NP
gain	NN	I-NP
.	.	O

The	DT	B-NP
results	NNS	I-NP
include	VBP	B-VP
$	$	B-NP
106	CD	I-NP
million	CD	I-NP
of	IN	B-PP
tax	NN	B-NP
benefits	NNS	I-NP
associated	VBN	B-VP
with	IN	B-PP
previous	JJ	B-NP
years	NNS	I-NP
'	POS	B-NP
Third	NNP	I-NP
World	NNP	I-NP
loan	NN	I-NP
activity	NN	I-NP
,	,	O
compared	VBN	B-PP
with	IN	B-PP
$	$	B-NP
15	CD	I-NP
million	CD	I-NP
a	DT	B-NP
year	NN	I-NP
earlier	RBR	B-ADVP
.	.	O

Profit	NN	B-NP
rose	VBD	B-VP
38	CD	B-NP
%	NN	I-NP
at	IN	B-PP
American	NNP	B-NP
Express	NNP	I-NP
Information	NNP	I-NP
Services	NNPS	I-NP
to	TO	B-PP
$	$	B-NP
21.6	CD	I-NP
million	CD	I-NP
.	.	O

Shearson	NNP	B-NP
Lehman	NNP	I-NP
Hutton	NNP	I-NP
Holdings	NNP	I-NP
Inc.	NNP	I-NP
,	,	O
as	IN	O
previously	RB	B-ADVP
reported	VBD	B-VP
,	,	O
had	VBD	B-VP
net	NN	B-NP
of	IN	B-PP
$	$	B-NP
65.9	CD	I-NP
million	CD	I-NP
,	,	O
reversing	VBG	B-VP
a	DT	B-NP
$	$	I-NP
3.5	CD	I-NP
million	CD	I-NP
loss	NN	I-NP
a	DT	B-NP
year	NN	I-NP
earlier	RBR	B-ADVP
;	:	O
its	PRP$	B-NP
latest	JJS	I-NP
results	NNS	I-NP
include	VBP	B-VP
a	DT	B-NP
$	$	I-NP
37	CD	I-NP
million	CD	I-NP
gain	NN	I-NP
from	IN	B-PP
the	DT	B-NP
sale	NN	I-NP
of	IN	B-PP
an	DT	B-NP
institutional	JJ	I-NP
money	NN	I-NP
management	NN	I-NP
business	NN	I-NP
.	.	O

American	NNP	B-NP
Express	NNP	I-NP
's	POS	B-NP
share	NN	I-NP
of	IN	B-PP
Shearson	NNP	B-NP
's	POS	B-NP
earnings	NNS	I-NP
was	VBD	B-VP
$	$	B-NP
41	CD	I-NP
million	CD	I-NP
,	,	O
after	IN	B-PP
preferred	JJ	B-NP
stock	NN	I-NP
dividends	NNS	I-NP
;	:	O
it	PRP	B-NP
owns	VBZ	B-VP
about	IN	B-NP
68	CD	I-NP
%	NN	I-NP
of	IN	B-PP
Shearson	NNP	B-NP
's	POS	B-NP
common	JJ	I-NP
.	.	O

For	IN	B-PP
the	DT	B-NP
nine	CD	I-NP
months	NNS	I-NP
,	,	O
American	NNP	B-NP
Express	NNP	I-NP
said	VBD	B-VP
net	NN	B-NP
rose	VBD	B-VP
11	CD	B-NP
%	NN	I-NP
to	TO	B-PP
$	$	B-NP
899.8	CD	I-NP
million	CD	I-NP
,	,	O
or	CC	O
$	$	B-NP
2.09	CD	I-NP
a	DT	B-NP
share	NN	I-NP
,	,	O
from	IN	B-PP
$	$	B-NP
807.5	CD	I-NP
million	CD	I-NP
,	,	O
or	CC	O
$	$	B-NP
1.89	CD	I-NP
a	DT	B-NP
share	NN	I-NP
.	.	O

Revenue	NN	B-NP
rose	VBD	B-VP
24	CD	B-NP
%	NN	I-NP
to	TO	B-PP
$	$	B-NP
18.73	CD	I-NP
billion	CD	I-NP
from	IN	B-PP
$	$	B-NP
15.09	CD	I-NP
billion	CD	I-NP
.	.	O

Textron	NNP	B-NP
Inc.	NNP	I-NP
,	,	O
hampered	VBN	B-VP
by	IN	B-PP
a	DT	B-NP
slowdown	NN	I-NP
in	IN	B-PP
its	PRP$	B-NP
defense	NN	I-NP
sales	NNS	I-NP
,	,	O
reported	VBD	B-VP
an	DT	B-NP
8	CD	I-NP
%	NN	I-NP
decline	NN	I-NP
in	IN	B-PP
per-share	JJ	B-NP
earnings	NNS	I-NP
on	IN	B-PP
nearly	RB	B-NP
flat	JJ	I-NP
revenue	NN	I-NP
for	IN	B-PP
its	PRP$	B-NP
third	JJ	I-NP
quarter	NN	I-NP
.	.	O

The	DT	B-NP
aerospace	NN	I-NP
and	CC	I-NP
financial	JJ	I-NP
services	NNS	I-NP
concern	VBP	I-NP
said	VBD	B-VP
net	JJ	B-NP
income	NN	I-NP
fell	VBD	B-VP
5	NN	B-NP
%	NN	I-NP
to	TO	B-PP
$	$	B-NP
59.5	CD	I-NP
million	CD	I-NP
from	IN	B-PP
$	$	B-NP
62.8	CD	I-NP
million	CD	I-NP
.	.	O

Revenue	NN	B-NP
of	IN	B-PP
$	$	B-NP
1.73	CD	I-NP
billion	CD	I-NP
was	VBD	B-VP
almost	RB	B-ADJP
unchanged	JJ	I-ADJP
from	IN	B-PP
last	JJ	B-NP
year	NN	I-NP
's	POS	B-NP
$	$	I-NP
1.72	CD	I-NP
billion	CD	I-NP
.	.	O

Per-share	JJ	B-NP
net	NN	I-NP
of	IN	B-PP
66	CD	B-NP
cents	NNS	I-NP
,	,	O
down	RB	B-ADVP
from	IN	B-PP
72	CD	B-NP
cents	NNS	I-NP
,	,	O
fell	VBN	B-VP
by	IN	B-PP
more	JJR	B-NP
than	IN	B-PP
overall	JJ	B-NP
net	NN	I-NP
because	IN	B-PP
of	IN	I-PP
more	JJR	B-NP
shares	NNS	I-NP
outstanding	JJ	B-ADJP
.	.	O

The	DT	B-NP
company	NN	I-NP
said	VBD	B-VP
that	WDT	B-SBAR
improved	VBD	B-NP
results	NNS	I-NP
in	IN	B-PP
its	PRP$	B-NP
financial-services	NNS	I-NP
sector	NN	I-NP
were	VBD	B-VP
negated	VBN	I-VP
by	IN	B-PP
increased	JJ	B-NP
costs	NNS	I-NP
in	IN	B-PP
its	PRP$	B-NP
government	NN	I-NP
contract	NN	I-NP
business	NN	I-NP
,	,	O
lower	JJR	B-NP
operating	VBG	I-NP
earnings	NNS	I-NP
in	IN	B-PP
its	PRP$	B-NP
commercial-products	JJ	I-NP
sector	NN	I-NP
and	CC	O
soft	JJ	B-NP
automotive	JJ	I-NP
markets	NNS	I-NP
.	.	O

Net	NN	B-NP
was	VBD	B-VP
aided	VBN	I-VP
by	IN	B-PP
a	DT	B-NP
lower	JJR	I-NP
income	NN	I-NP
tax	NN	I-NP
rate	NN	I-NP
.	.	O

Profit	NN	B-NP
before	IN	B-PP
taxes	NNS	B-NP
fell	VBD	B-VP
17	CD	B-NP
%	NN	I-NP
to	TO	B-PP
$	$	B-NP
84.4	CD	I-NP
million	CD	I-NP
from	IN	B-PP
$	$	B-NP
101.4	CD	I-NP
million	CD	I-NP
.	.	O

For	IN	B-PP
the	DT	B-NP
nine	CD	I-NP
months	NNS	I-NP
,	,	O
Textron	NNP	B-NP
reported	VBD	B-VP
net	NN	B-NP
of	IN	B-PP
$	$	B-NP
182.1	CD	I-NP
million	CD	I-NP
,	,	O
or	CC	O
$	$	B-NP
2.06	CD	I-NP
a	DT	B-NP
share	NN	I-NP
,	,	O
on	IN	B-PP
revenue	NN	B-NP
of	IN	B-PP
$	$	B-NP
5.41	CD	I-NP
billion	CD	I-NP
.	.	O

A	DT	B-NP
year	NN	I-NP
ago	RB	B-ADVP
,	,	O
net	NN	B-NP
was	VBD	B-VP
$	$	B-NP
170.4	CD	I-NP
million	CD	I-NP
,	,	O
or	CC	O
$	$	B-NP
1.93	CD	I-NP
a	DT	B-NP
share	NN	I-NP
,	,	O
on	IN	B-PP
revenue	NN	B-NP
of	IN	B-PP
$	$	B-NP
5.3	CD	I-NP
billion	CD	I-NP
.	.	O

The	DT	B-NP
nine-month	JJ	I-NP
results	NNS	I-NP
included	VBD	B-VP
a	DT	B-NP
$	$	I-NP
9.5	CD	I-NP
million	CD	I-NP
special	JJ	I-NP
charge	NN	I-NP
in	IN	B-PP
1989	CD	B-NP
for	IN	B-PP
an	DT	B-NP
arbitration	NN	I-NP
settlement	NN	I-NP
related	VBN	B-VP
to	TO	B-PP
past	JJ	B-NP
export	NN	I-NP
sales	NNS	I-NP
,	,	O
and	CC	O
$	$	B-NP
29.7	CD	I-NP
million	CD	I-NP
in	IN	B-PP
extraordinary	JJ	B-NP
charges	NNS	I-NP
in	IN	B-PP
1988	CD	B-NP
related	VBN	B-VP
to	TO	B-PP
a	DT	B-NP
former	JJ	I-NP
line	NN	I-NP
of	IN	B-PP
business	NN	B-NP
and	CC	O
early	JJ	B-NP
redemption	NN	I-NP
of	IN	B-PP
debt	NN	B-NP
.	.	O

Textron	NNP	B-NP
said	VBD	B-VP
that	IN	B-SBAR
nine-months	NNS	B-NP
'	POS	B-NP
results	NNS	I-NP
do	VBP	B-VP
n't	RB	I-VP
include	VB	I-VP
